tweet_id,full_text,label,topic
126526219587039233,#RIM should really take an in debt look at #Google's strategy... They released the #NDK for #Icecreamsandwich 3 HOURS after release. #ics,positive,google
126525469897146368,RT @vattam: Man! I've fallen in love with Galaxy Nexus! #google #samsung #galaxynexus #android,positive,google
126524301259194368,"RT @Assim99: Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology",positive,google
126523530903953408,Sorry #Apple #Google and #Samsung just made you look bad. #Android is king,positive,google
126522990585315328,#Facebook power users 'have gone to #Google+ and #Twitter' - Telegraph http://t.co/vwCiOv1f Who are they? #socialmedia,positive,google
126522810821644288,"Not impressed much with the new Android update. But good signs: a readable font, emphasis on design, and less nerdiness. #google",positive,google
126522714713370624,"Video: #Google wallet, see the wow effect http://t.co/mcW78VtG",positive,google
126522621251682304,When I'm about to tweet something and I cant remember how to spell I go straight to #Google,positive,google
126522262768726016,"Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology",positive,google
126521286053724160,#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!,positive,google
126520029410885632,"Maybe not the most efficient way to browse, but fun: #Google releases an Infinite Digital Bookcase http://t.co/X1qzeX7f by @MeghanKel",positive,google
126519483752914944,@jowyang it's difficult to pass up #google+ considering the social seo benefits of google+ vs facebook,positive,google
126519329025040384,Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BZNy74Nn,positive,google
126519123772588032,"I agree with @wellis68 that the ""Hangouts"" on #Google+ are friggin' awesome!”",positive,google
126518882939838464,#google #galaxynexus #icecream great,positive,google
126516779886456832,Google Earth Helps Locate Salmonella Hotspots http://t.co/mcz9RSDf #google,positive,google
126515760855134208,#samsung galaxy nexus = orbital laser. #apple iphone 4s = wooden stick #google,positive,google
126513620686352384,Ice Cream Sandwich u r really delicious Can ditch iPhone for u that's for sure. #Google launches #Android4 aka #IceCreamSandwich :),positive,google
126513526385819648,#google+ (: lovin it,positive,google
126513425043030016,"""Samsung and Google have closely collaborated to push the mobile experience forward. We are pleased to ... http://t.co/ecT8fYIA #Google+",positive,google
126512728297844736,RT @RoycinD: FINALLY ! Power + Volume = Screenshot. No more rooting required! #Google #ICS #galaxynexus,positive,google
126512631937904640,I want the new #google #galaxynexus. Android 4.0 is going to be the fucks,positive,google
126512208451600384,#Google #Nexus press conference http://t.co/2WV01o5v #slick,positive,google
126511545160171520,S/O to #google for getting me through high school and college....you are appreciated,positive,google
126511426926944256,iScream u scream v all scream #android #IceCreamSandwich. A job well done by #google and a major game changer in the #mobile #OS space,positive,google
126510977335300096,@VentureBeat I like the #google virtual bookcase thank you for sharing,positive,google
126509929619132417,"#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is ""A Pleasure"" To Read http://t.co/DJsp2G5B #DhilipSiva",positive,google
126509528287166464,Fantastic work from #Samsung and #Google on the #GalaxyNexus superphone and the new #Android #ICS. Very impressive.,positive,google
126507456019968000,i love #google,positive,google
126507105023819776,#Google is the best invention ever!!,positive,google
126506410195431424,"i need a hookup, stop teasing me #google http://t.co/07YR58wL i want the new #nexus",positive,google
126506064387637249,"well.....#google's #icecreamsandwich and new accompanying phone are, as usual, neat, but nothing ground-breaking",positive,google
126505384428052481,#Android #Google Device Frame Generator Updated For Galaxy Nexus - Your Screenshots Just Got Prettier http://t.co/9bWt2W6z #DhilipSiva,positive,google
126505187752943616,"Mmm... #SmarterPhone RT @Android: Introducing Ice Cream Sandwich, the delicious new version of Android: http://t.co/AXl2K1Gs #ICS #google",positive,google
126505144878772224,So so excited for all of the new Android features! Awesomeness :) #Android #ICS #Google #GalaxyNexus,positive,google
126504782465732608,#IceCreamSandwich went way and beyond what I expected. Can't wait to get it on my Nexus to play with! #Google,positive,google
126504452680187905,"Check this video out -- Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/fiTI6ZIA 透過 @youtube #android #nexus #google",positive,google
126504346639802368,"Cream on the inside, clean on the outside. Ice Cream phone job. #Google",positive,google
126504013939216384,RT @Mr_Lister: Loves the new presentations tool for Google Docs - particularly themes and adding video via URL #google #sd33 #edchat #ed ...,positive,google
126503805369069568,#Google's like my wife - searches things for me and completes my sentences.,positive,google
126503790412181504,"#Android 4.0 Ice Cream: Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/vUWgyx3N #Google",positive,google
126503029548654593,http://t.co/Izh7KaiU #google #nexus #prime &lt;3 #android,positive,google
126502415322193920,Interesting bookcase..RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/urxJixCe by @MeghanKel,positive,google
126502014560649216,#google is my bff rite about now!,positive,google
126501468902658048,Good to see #Google finally turning their focus on user experience. http://t.co/AYhOKgo8 #IceCreamSandwich #Android,positive,google
126500614552289282,"ICS looks awesome, please let me have it on my phone!  #android #google #motorola",positive,google
126499965869625345,Iphone 4s almost had me ... ALMOST !! Ice Cream Sandwich FTW !! http://t.co/p32Ehduq #android #google,positive,google
126499428965158912,There you go - according to http://t.co/4Y8aS4zz #Google+ is builtin to the OS/Nexus line? Smart move :),positive,google
126499143282737152,I just add my profile on the #Google+ WebGL Globe project. Add yours ! http://t.co/UWeYalKb via @AddThis,positive,google
126498734409396224,Thanks Android for admitting you're ugly. New font is a good start! #ics #google,positive,google
126498587499696128,I'm so ready for Ice Cream Sandwich! #ICS #Nexus #Google #Android #SiriWho? http://t.co/Cjonncvk @GetGlue #Android,positive,google
126497860752646146,"Just seen a taste of #Google's ice cream sandwich, now I want a bite",positive,google
126497655785402368,Probably the best #IceCreamSandwich (yet)! #Samsung and #Google's event live blog by @engadget! Why haven't I switched to #Android again?,positive,google
126496739531304960,"Instant photo sharing and the people app are what's best in Ice Cream Sandwich, IMO. #google #ics",positive,google
126496342901133313,The new android #Nexus phone makes the #iPhone look like a cheap toy at dollar store! #tcot #android #google #RealEstate @Burkepatch,positive,google
126496262668292096,Sweet Ice Cream Sandwich RT @Pocketlint Google Android 4.0 Ice Cream Sandwich officially detailed #google #ics http://t.co/iUY0DF5S,positive,google
126496155856142336,"""@SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung""-I do!",positive,google
126495843116265475,The new Google Nexus page is live! - http://t.co/zrqoeWxI #nexus #google #android #icecreamsandwich,positive,google
126495283176685569,Are you using #Google+ and #Linkedin yet? These are essential tools to get your company and/or you on the FIRST page of Google. Contact...,positive,google
126494976396898305,"RT @SebasCoulombe: Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung",positive,google
126494883367235585,"Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/qaMj3MeR #android #ICS #google #samsung",positive,google
126494838689513473,So glad #Google adopted a design philosophy for #Android 4.0 a.k.a It shows soooo much! This is the polish I've been waiting for!,positive,google
126494645281755136,Thoughts on Android 4.0 #ICS? Excited to play with the new features. #android #google,positive,google
126494442290020352,Wow! RT @dalmaer: WebGL infinite bookcase UI http://t.co/aijYsfHO #google,positive,google
126494339248562176,"Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung",positive,google
126494221879357440,"Google ICS looks awesome, can't wait til it gets ported over to my evo, face unlock?! ... #android #google",positive,google
126493889761787904,@jessecablek I want it too. Now just wondering who will be carrying it in November. Or direct purchase from #google / #samsung,positive,google
126493850914131968,#Google's #Nexus really i wanna it now #Awesome,positive,google
126493722916560896,"Well the event is now over, time to change my pants #Google #Android #Samsung #Jizz",positive,google
126493648757071873,"I'm an iOs user but the #ICS is awesome, great job #google",positive,google
126493639605092352,Oh yeah I'm in I want one now #Google really did a great job #ICS,positive,google
126493538945994752,"@BrandonMiniman @Jaime_Rivera I'm an iOs user but the #ICS is awesome, great job #google",positive,google
126493495933403136,#google + #motorola + #verizon = perfect combination! &lt;3,positive,google
126493472931844096,Loved the introduction of the Google Galaxy Nexus & Ice Cream Sandwich. Really looking forward to my new phone #android #ics #nexus #google,positive,google
126493371790397440,#android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wowww..  #google,positive,google
126493365775777792,Galaxy Nexus = #Google #Android #Samsung - the dream team! :) http://t.co/R5juJSBr,positive,google
126493265661919232,yumyumyum...I want Ice Cream Sandwich... #google #android,positive,google
126493141271449600,RT @SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung,positive,google
126493101807239168,All this talk about about how good #icecreamsandwich looks is making me hungry #google #omnomnomnom,positive,google
126492983968268289,"#Google / #Samsung #Galaxy #Nexus #ICS press release is now done, I'll go back to my regular tweeting intervals now :) I WANT IT!",positive,google
126492981460082688,Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung,positive,google
126492656124702721,What I think about #AndroidIceCreamSandwich ? Thats the most delicious piece of sandwich ever. Get me it real fast #GOOGLE !,positive,google
126492595500236800,Pretty big deal from #Samsung and #Google def can't wait to get my hands on the #GalaxyNexus and #ICS,positive,google
126492495394775043,I cannot wait for a new #ICS phone!!! #Google #android,positive,google
126492415749128192,RT @eboyee: Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich,positive,google
126492266016673794,Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich,positive,google
126492242373386240,The new #Samsungnexus and 4.0 OS make the #iPhone4s look like an old bag phone. Nice job #Google and #Samsung.,positive,google
126492101549621249,Calling all #marketing executives in #houston - sign up for #google #training - http://t.co/vo542MrZ - I can't wait to be there for the week,positive,google
126492040954527744,"Android Beam - sharing contacts, articles, files, and games, pretty cool #Google #ICS",positive,google
126492009748889600,"Slick beam capabilities included in Android 4.0. Touch 2 devices together and select ""Beam"" and content is transferred #Google #Android #ICS",positive,google
126491707247300608,"really digging the #UI of of ""#Quick #Response"" from #Google android great for politely declining calls lol",positive,google
126491689396338688,goodbye Bump ... #Google #ICS,positive,google
126491420260442112,People App in #ICS looks promising! As usual #Google is good at integrating different apps and make it a total new user experience!,positive,google
126491304036278272,"On a positive note, advanced control of your data usage is a really great idea ;) #google #nexus",positive,google
126491109982613505,#google #icecreamsandwich totally blowing #Apple iShit away...,positive,google
126491084854530049,I love Ice Cream Sandwich :) #Android #Google #Samsung,positive,google
126490970803027969,"Great, live contact management, quick contact card, add people directly to.your home screen #Android4.0 #Google",positive,google
126490696214511616,#Google has done it again ..... #IceCream Sandwich,positive,google
126490548306579457,New contact app builds on a magazine style layout and aggregates contact info from multiple sources. Very slick. #Google #Android #ICS,positive,google
126490282878443520,Nexus Prime looks NICE. #google #android,positive,google
126490137944268800,New Galaxy Nexus: Video looks awesome! #nexus #samsung #google #android bit.ly/nEJbyE,positive,google
126489924596793345,"Infinite Spiral Bookcase for #Google Books looks amazing, interested to see where it is headed: http://t.co/RXWD6sN8",positive,google
126489848004608000,New Galaxy Nexus: App Improvements -  Inbuilt Panoramic Pictures #nexus #samsung #google #android bit.ly/nEJbyE,positive,google
126489841096597504,"With the new #Google #Android 4.0 Ice-Cream Sandwich, you can take Panorama picture right Out-of-the-Box... SWEET!",positive,google
126489671730597888,Camera app now has Panorama capabilities! #Google #Android #ICS,positive,google
126489564415131649,Sounds tasty. :-P RT @mensacats: #Google Launches #Android Ice Cream Sandwich OS: http://t.co/Fj0BiiR8,positive,google
126489424807735296,I want some of these #google toys,positive,google
126489397507014656,Good god the camera app in Icecream Sandwich is amazing.. and that camera is FAST!  #samsung #google #android #galaxyNexus,positive,google
126489393526616064,Better gallery app to be included with Android 4.0 as well. #Google #Android #ICS,positive,google
126489200567664640,Android 4.0 FINALLY includes photo editing tools. #Google #Android #ICS,positive,google
126489182263721984,New Galaxy Nexus: OS /Hardware Improvements -  Camera Zero Shutter Lag #nexus #samsung #google #android bit.ly/nEJbyE,positive,google
126489085102661632,Data Usage feature looks amazing and useful! #Google #GalaxyNexus,positive,google
126489066077302784,"Wow, very fast camera on Galaxy Nexus - faster than N9 i think :o #google",positive,google
126488933772169216,"RT @Mrgareth: ""Top Three 'playing nice' scores were #Google, #Salesforce and #Xero"" in @itnews_au ""Which #Clouds Play Nice"" report: http ...",positive,google
126488863374983168,"The new camera app along with the ""zero delay"" camera on the Galaxy Nexus is very nice! #Google #Android #ICS",positive,google
126488589046517760,"Unbelievable Data Usage info on Ice Cream Sandwich

#icecreamsandwich #googland #google #android #ics",positive,google
126488572772622336,Data usage in ICS.. Looks like I don't need Watchdog 3G Pro anymore.. hah! #Android #ICS #Google,positive,google
126488519265894400,This Data Usage feature looks amazing on ICS. #android #samsung #google #GALAXYNexus,positive,google
126488454921068544,Icecream Sandwich looking good so far. #android #google,positive,google
126488304341360640,New Galaxy Nexus: OS Improvements -  Data Usage tools inbuilt #nexus #samsung #google #android bit.ly/nEJbyE,positive,google
126488294325370880,#Google #Android Icecream Sandwich OS for Nexus Prime Released! [LIVE BLOG] | http://t.co/LF03ZKUz #technology #hk,positive,google
126488282862338049,"I love the messages and emails on display at the ice cream sandwich event..""Peanuts are neither peas nor nuts. Discuss"" #samsung #google",positive,google
126488249739915264,what i love about #GOOGLE it always shows me that am not the only retarded person on this planet when am searching for stupid things :D,positive,google
126488202935664640,RT @SamsungMobileCA: #GALAXYNexus has arrived! #Samsung #Google,positive,google
126488018616987648,New calendar app with pinch to zoom capabilities. Far superior to the current one! #Google #Android #ICS,positive,google
126487844830191617,New Galaxy Nexus: App Improvements - Gmail  offline search of last 30 days  #nexus #samsung #google #android bit.ly/nEJbyE,positive,google
126487738684948480,"#WOW, the new #Android and #AndroidBrwoser are AWSOME, congratulation #Google and #Samsung, MAYBE better than iOS 5",positive,google
126487523366150144,I love how it syncs your #Chrome bookmarks with your phone! #icecreamsandwich #google,positive,google
126487508589621248,Thank god Gmail app has been redesigned under Android 4.0. Conversations automatically expanded. #Google #Android #ICS,positive,google
126487153655029760,Watching the Android announcement from Google and Samsung. IceCream Sandwich looks really interesting. http://t.co/oeZK9iV1 #google #android,positive,google
126486332104130561,Inline keyboard spell check is nice #ICS with native voice dictation. #Android #Google,positive,google
126486322675318784,I can't wait to get the new #Galaxy #Nexus with #IceCreamSandwich... best yet it supports my #Google Wallet http://t.co/bqMuHxkK via @cnet,positive,google
126485171280166913,ICS on the Galaxy Nexus has very smooth and responsive screen and widget navigation. #Google #Android #ICS,positive,google
126484977176158208,New Galaxy Nexus: OS Improvements -  Built on Ice Cream Sandwich version of Android #nexus #samsung #google #android bit.ly/nEJbyE,positive,google
126484769285480448,New Galaxy Nexus: OS Improvements -  Stacks & Scrolling introduced for widgets  for richer content #samsung #google #android bit.ly/nEJbyE,positive,google
126484631389356032,Updated live wallpaper. Virtual buttons that disappear when you are in full screen mode. More awesome widgets. #Android #Google,positive,google
126534476875567104,There are too many #google services that do not work when you are a #googleapps user. #googleplus above all + profiles + #plusone,negative,google
126527166195314688,Did #Google really just highlight a new font #Roboto as part of their #ICS announcement for #Android...?! Seriously.,negative,google
126526648928579584,RT @businessuplift: Why #facebook and #google have got it wrong http://t.co/PDbF7H3f,negative,google
126520550876127232,#google+ is really confusing..,negative,google
126520337289580544,"is mulling #google+ but hmmm, just aint shore bout nuther social media profile.",negative,google
126518920122335233,ATHEN's review of #Google Docs #accessibility shows a lot of work needs to be done. http://t.co/rad9WdSw #a11y HT @chadleaman,negative,google
126517970179600385,Gonna dump one of my gmail accounts. not only do I get tons of spam I get tons of false positives. Not cool. #Google,negative,google
126517608697708545,The awkward moment when google #chrome take a hell of a lot time to load #googleplus #google,negative,google
126516408317251585,Why Google+ Has Uphill Battle Vs. Facebook: Sean Parker http://t.co/L8RSX1Yf #google,negative,google
126515697181409280,Lecture Notes in Financial Economics pdf ebook:  http://t.co/7gJQvEwN #google,negative,google
126514511862706176,I hate tron theme #Google #ICS,negative,google
126507644742672384,"Now, really #google how hypocritical is this? http://t.co/6nHuYFeh #analytics",negative,google
126502732369629184,"#ICS introduces Facial recognition to unlock phone, however - the demo didn't go as planned.http://engt.co/q2KeC7 #Google Goof up! #Android",negative,google
126502274204831744,"Ice cream sandwich, really #google?",negative,google
126501869920075776,@kursed #Google is terrible at presentations. Hated the terrible camera interference from the huge screen behind the speakers. #headache,negative,google
126499555742203904,just watched the #GalaxyNexus announcement by #Google and #Samsung.. The only thing keeping me from buying? It's only on #Verizon. #FAIL,negative,google
126494402381225984,+1 RT @SHlFT: dear #google & #samsung... learn some presentation 101 first. please.,negative,google
126494303173361664,+1 RT @tah_med: the background is SO horrible for this stream #Samsung #Google #NexusPrime they should've seen what #Adobe did at #AdobeMAX,negative,google
126493910037037058,Not greatly impressed with #Google and #Samsung presentation skills.,negative,google
126493616519647232,"Android ice-cream sandwich's ""Face Unlock"" fails to perform recognition when demo'ed on stage :D
#google #Nexus http://t.co/CSAeFRHc",negative,google
126493030185316352,"good job, #google.  did anyone get when any of this shit is actually shipping? #infofail",negative,google
126492741764005890,We need dates! #google #samsung #launchfail,negative,google
126492244151771137,"Also, the #Google problem. @chucktodd: Problem for Santorum's electability argument: the double-digit loss in 2006",negative,google
126491776482689024,Too bad #google didn't have a tribute graphic for #DennisRitchie.,negative,google
126490477288636416,first thing on #google's to do list: hire a performance coach.,negative,google
126489936944832512,"#Samsung, #Google Unveil Phone http://t.co/hOB37hbO",negative,google
126488700975726593,Why is #Google whoring for SAMSUNG? #ICS,negative,google
126487669533442048,"If #Google don't fix pinch-zoom on #Android 2.3.6 soon, I might have to leave the fold and go #CyanogenMod",negative,google
126487604035198976,facial recognition failed #IceCreamSandwich jajajajajajaj #FacialUnlock #samsumg #Google,negative,google
126486838549557248,RT @RoycinD: Face Unlock ! #ICS Literally knows your face! #Google #galaxynexus FAILED !,negative,google
126486654830645249,#fail on the face recognition not working #google #samsung,negative,google
126486634458914816,The face recognition unlock would be cool if it works. #android #google #icecreamsandwich,negative,google
126535080557551616,On Google+ then go here http://t.co/oTBwkxo9 #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,google
126535043588964352,Who else is on g+ ? Add for add? Let me know.  #TFB #TAF #google+,neutral,google
126535016049160192,Have anyone of you found a Twitter to Google+ tool? #Google #Twitter,neutral,google
126534917290070016,#Google unveils next iteration of #Android - #icecreamsandwich - with several revamps incl facial recognition security http://t.co/xMrZVkav,neutral,google
126534362148782080,"Google Offers to compete with Groupon, Living Social - Pittsburgh Post-Gazette http://t.co/Wwj3xvdm #google",neutral,google
126534083797987328,"Samsung Galaxy Nexus, Android Ice Cream Sandwich unveiled http://t.co/wWrYcM04 #android #google #samsung",neutral,google
126534080627093504,http://t.co/e5ClGzsI #google,neutral,google
126533944832311298,#Google #Ice Cream Sandwich (#Android 4.0): a hands-on ##screenshot #gallery http://t.co/bpZRz337,neutral,google
126533740628422656,Now it's time for some Ice Cream Sandwich! #Samsung launched it's latest Android Galaxy Nexus phone powered by #Google,neutral,google
126533730671149056,in the theater .. there are are a good 300 ppl here. #guae #google #dubai http://t.co/OjykYcfo,neutral,google
126533567311392769,#Android #Google Samsung Galaxy Nexus official hands-on [Video] http://t.co/6GX3R9MT #DhilipSiva,neutral,google
126533547803680770,RT @NeowinFeed: Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin,neutral,google
126533491495157760,RT @iPadPowerUsers On Google+ then go here http://t.co/1OGs2xA9 #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,google
126533487590248448,Did #Facebook Just Beat #Google At Its Own Game? http://t.co/SiJsB3ME #socialmedia,neutral,google
126533485837037568,Did #Facebook Just Beat #Google At Its Own Game? http://t.co/xVonCBeb #socialmedia,neutral,google
126532820507176960,#Google Says ICS Is Coming To The #Nexus S And “Theoretically” Should Work With 2.3 Devices http://t.co/TY0HDQAm,neutral,google
126532798994583552,Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/pw4mfbSe #Google,neutral,google
126532569259970560,Bitch please your vagina has been used more than #google .,neutral,google
126532361587396610,#Google #IceCreamSandwich Debuts as IPhone Sets Record: Tech. http://t.co/TrENUYF4,neutral,google
126532178082410496,#Google search to have default encryption http://t.co/rwgKPbGu,neutral,google
126532141302558720,#google- http://t.co/Hkk3qMMe,neutral,google
126532121773883392,Google Defaults to Encrypted HTTPS Searches for Logged In Users #Google http://t.co/6yFZvoxS,neutral,google
126532064823619584,#Samsung & #Google unveil latest #Android #phone using #IceCreamSandwich http://t.co/eHoeBMDW,neutral,google
126531814071336960,#Android #Google Android 4.0 Ice Cream Sandwich SDK now Available for Download http://t.co/Fue4VXxe #DhilipSiva,neutral,google
126531693522857984,GMusic Unites #Google #Music with #Apple iOS [#Apps] http://t.co/R0ih6ePa #republished,neutral,google
126531561691693056,On Google+ then go here http://t.co/SxmLkaRR #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,google
126531556255870976,"RT @Infograhpic: The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.c...  @MediaTip",neutral,google
126531542733430784,"#Android #Google Ice Cream Sandwich Is Finally Official, And Here's What To Expect http://t.co/Wxhb8JXO #DhilipSiva",neutral,google
126531524945395713,Empire Avenue. The Social Stock Market. What Is Your Online Activity Worth? http://t.co/AKlnmKAi #twitter #facebook #Google+ #socialmedia,neutral,google
126531522487533568,RT @NeowinFeed: Google shows off new Ice Cream Sandwich features #google #android http://t.co/LlJpGM2a #neowin,neutral,google
126531297249202176,"The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.co/YT87krbP #sm #socialmedia... http://t.co/1yCwl874",neutral,google
126531285475799040,#Google To Begin #Encrypting Searches & Outbound Clicks By Default With SSL Search - http://t.co/vc573Pte,neutral,google
126530795987939328,"#seo #serps Ballmer: 70% Of The Time, Google & Bing Are The Same, So Try Bing! by @dannysullivan http://t.co/ZE9AiMYI #google #yahoo #bing",neutral,google
126530766829129728,Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Official Google blog)Bea... http://t.co/K10SvnNr #google #mobile,neutral,google
126530553477468160,G#Music Unites #Google Music with #Apple iOS [#Apps] http://t.co/3ze3feV4,neutral,google
126530550394650625,"The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.co/0KcgbMWF #sm #socialmedia #redessociales",neutral,google
126530532640169986,#Twitter and #Google 'just can't agree' on Realtime Search deal - Computerworld : http://t.co/XNj052NO #av,neutral,google
126530487840813056,Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/C0Ykfjla #google #search,neutral,google
126530423026233346,"Who are the top folks on #Google+? See this tag cloud: http://t.co/rp7LSoEE via
@jowyang",neutral,google
126529904731881472,#Google unveils what's new in #Android 4 'Ice Cream Sandwich' http://t.co/uOLAYieA,neutral,google
126529492582797313,Is #Google #Flight Search a threat to the OTA and #travel #Meta #Search #market in India? Check- http://t.co/RuhglJMt #News,neutral,google
126529490737303552,"@attentionspan i don't think the link you posted suggests that #google+ traffic is in downward spiral, just corrected for novelty",neutral,google
126529468981452800,#ThatsDisrespectful Like using #Google to search for #Bing,neutral,google
126529403067969537,"#Samsung Galaxy Nexus #smartphone, Android 4.0 Ice Cream Sandwich unveiled by #Google… http://t.co/nds5B4ej #BT",neutral,google
126529224642281472,Galaxy Nexus Vs iPhone 4S: Which smartphone wins? http://t.co/bF6QUCwt via @productreviews #galaxynexus #iphone4s #google #apple #ics,neutral,google
126529019284946944,Android Ice Cream Sandwich and Galaxy Nexus: Everything You Need to Know - http://t.co/MSqsVMDK #google,neutral,google
126528767228248064,New #Google #Nexus -&gt; http://t.co/qR1eijhw,neutral,google
126528551766867968,"#Google Docs #Updates Presentations With Real-Time #Collaboration, New Themes, Transitions and More [Updates] http://t.co/JWSPetbd",neutral,google
126528448050118656,Google Adsense Tools http://t.co/2IjBZdvn #Adsense #Google #Tools,neutral,google
126528318542589952,"RT @LocalJoost: #ICS"" putting people at the heart""? You have GOT to be joking #Google. Now even copying slogans? Ah I get it, THOSE are  ...",neutral,google
126528316978102272,"Extra care. ""@TheGoogleGeek: Google Encrypted Search for Logged-in Users http://t.co/jgwIs30e #google""",neutral,google
126528307004051458,"#Google #Docs presentations get real-time collaboration, transition effects and more: Google… http://t.co/COSF8WUS",neutral,google
126528290352660480,Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/QcDddYrn,neutral,google
126528288729473024,Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/iUi7JtCM,neutral,google
126528287831891968,On Google+ then go here http://t.co/63B8wYPw #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,google
126528286871396352,Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/Jrc4qstJ,neutral,google
126528248329940992,"Your face unlocks the phone, as facial recognition replaces a traditional pass code. #Google Nexus Prime smartphone",neutral,google
126528157573578754,Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/ExcNswwx,neutral,google
126527897065373696,"#Android: This Is the #Samsung Galaxy Nexus, #Google's New Official Android Phone(via @Gizmodo) - The... http://t.co/wS4GS9uk",neutral,google
126527760662413312,Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/3SvjOtjT,neutral,google
126527756036091904,Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin,neutral,google
126527523529043968,#Android #Google The Galaxy Nexus' System Apps Have Been Dumped http://t.co/LCZNPDHR #DhilipSiva,neutral,google
126527262190346240,"#Google has made search more #secure, this change #encrypts your search queries and Google's result pages.  Read more: http://t.co/Rnnjwo6r",neutral,google
